interactor A gene symbol	interactor B gene symbol	interactor A Uniprot AC	interactor B Uniprot AC	database source
DCAF8	METTL8	Q5TAQ9	Q9H825	Biogrid
DCAF8	CCT2	Q5TAQ9	P78371	Biogrid
DCAF8	TCP1	Q5TAQ9	P17987	Biogrid
DCAF8	CCT6B	Q5TAQ9	Q92526	Biogrid
DCAF8	ZNHIT2	Q5TAQ9	Q9UHR6	Biogrid
DCAF8	UBE2M	Q5TAQ9	P61081	Biogrid
DCAF8	ESR2	Q5TAQ9	Q92731	Biogrid
DCAF8	AMBRA1	Q5TAQ9	Q9C0C7	Biogrid
PLD2	ARF1	O14939	P84077	Biogrid
PLD2	Actb	O14939	-	Biogrid
PLD2	MTOR	O14939	P42345	Biogrid
PLD2	PRKCD	O14939	Q05655	Biogrid
PLD2	CUL3	O14939	Q13618	Biogrid
PLD2	RPS6KB1	O14939	P23443	Biogrid
PLD2	HIF1A	O14939	Q16665	Biogrid
PLD2	VHL	O14939	P40337	Biogrid
PLD2	CHRM3	O14939	P20309	Biogrid
RUVBL2	BMPR1A	Q9Y230	P36894	Biogrid
RUVBL2	PON2	Q9Y230	Q15165	Biogrid
RUVBL2	SSSCA1	Q9Y230	-	Biogrid
RUVBL2	PLOD2	Q9Y230	O00469	Biogrid
RUVBL2	RPS11	Q9Y230	P62280	Biogrid
RUVBL2	IKBKE	Q9Y230	Q14164	Biogrid
RUVBL2	RGS20	Q9Y230	O76081	Biogrid
RUVBL2	NEK6	Q9Y230	Q9HC98	Biogrid
RUVBL2	NME2	Q9Y230	P22392	Biogrid
RUVBL2	ATF2	Q9Y230	P15336	Biogrid
RUVBL2	PCNA	Q9Y230	P12004	Biogrid
RUVBL2	MEPCE	Q9Y230	Q7L2J0	Biogrid
RUVBL2	RPAP2	Q9Y230	Q8IXW5	Biogrid
RUVBL2	CDK7	Q9Y230	P50613	Biogrid
RUVBL2	DDX42	Q9Y230	Q86XP3	Biogrid
RUVBL2	RPAP3	Q9Y230	Q9H6T3	Biogrid
RUVBL2	TTI1	Q9Y230	O43156	Biogrid
RUVBL2	CCAR2	Q9Y230	Q8N163	Biogrid
RUVBL2	PCBP2	Q9Y230	Q15366	Biogrid
RUVBL2	POLR2B	Q9Y230	P30876	Biogrid
RUVBL2	RFC4	Q9Y230	P35249	Biogrid
RUVBL2	ACTB	Q9Y230	P60709	Biogrid
RUVBL2	URI1	Q9Y230	O94763	Biogrid
RUVBL2	YEATS4	Q9Y230	O95619	Biogrid
RUVBL2	EFTUD2	Q9Y230	Q15029	Biogrid
RUVBL2	ZNHIT2	Q9Y230	Q9UHR6	Biogrid
RUVBL2	POLR2E	Q9Y230	P19388	Biogrid
RUVBL2	HSPA5	Q9Y230	P11021	Biogrid
RUVBL2	RPS4X	Q9Y230	P62701	Biogrid
RUVBL2	TTI2	Q9Y230	Q6NXR4	Biogrid
RUVBL2	POLR2H	Q9Y230	P52434	Biogrid
RUVBL2	PCBP1	Q9Y230	Q15365	Biogrid
RUVBL2	ACTL6A	Q9Y230	O96019	Biogrid
RUVBL2	TRIM28	Q9Y230	Q13263	Biogrid
RUVBL2	DNM2	Q9Y230	P50570	Biogrid
RUVBL2	NFRKB	Q9Y230	Q6P4R8	Biogrid
RUVBL2	TFPT	Q9Y230	P0C1Z6	Biogrid
RUVBL2	INO80E	Q9Y230	Q8NBZ0	Biogrid
RUVBL2	TELO2	Q9Y230	Q9Y4R8	Biogrid
RUVBL2	RPL38	Q9Y230	P63173	Biogrid
RUVBL2	HSP90AA2P	Q9Y230	Q14568	Biogrid
RUVBL2	ACTR5	Q9Y230	Q9H9F9	Biogrid
RUVBL2	ARF6	Q9Y230	P62330	Biogrid
RUVBL2	RPS2	Q9Y230	P15880	Biogrid
RUVBL2	PMS2	Q9Y230	P54278	Biogrid
RUVBL2	AIRE	Q9Y230	O43918	Biogrid
RUVBL2	HDAC1	Q9Y230	Q13547	Biogrid
RUVBL2	tat	Q9Y230	-	Biogrid
RUVBL2	INO80	Q9Y230	Q9ULG1	Biogrid
RUVBL2	FBL	Q9Y230	P22087	Biogrid
RUVBL2	HIF1A	Q9Y230	Q16665	Biogrid
RUVBL2	SREBF1	Q9Y230	P36956	Biogrid
RUVBL2	UBC	Q9Y230	P0CG48	Biogrid
RUVBL2	INO80B	Q9Y230	Q9C086	Biogrid
RUVBL2	MCRS1	Q9Y230	Q96EZ8	Biogrid
RUVBL2	KAT5	Q9Y230	Q92993	Biogrid
RUVBL2	AGO3	Q9Y230	Q9H9G7	Biogrid
RUVBL2	HDAC5	Q9Y230	Q9UQL6	Biogrid
RUVBL2	Nhp2l1	Q9Y230	-	Biogrid
RUVBL2	EBNA-LP	Q9Y230	-	Biogrid
RUVBL2	SOX2	Q9Y230	P48431	Biogrid
RUVBL2	NDRG1	Q9Y230	Q92597	Biogrid
RUVBL2	CENPA	Q9Y230	P49450	Biogrid
RUVBL2	UL27	Q9Y230	-	Biogrid
RUVBL2	NFKB1	Q9Y230	P19838	Biogrid
RUVBL2	MTOR	Q9Y230	P42345	Biogrid
RUVBL2	CUL3	Q9Y230	Q13618	Biogrid
RUVBL2	CUL1	Q9Y230	Q13616	Biogrid
RUVBL2	AP2M1	Q9Y230	Q96CW1	Biogrid
RUVBL2	UBXN6	Q9Y230	Q9BZV1	Biogrid
RUVBL2	APP	Q9Y230	P05067	Biogrid
RUVBL2	CAD	Q9Y230	P27708	Biogrid
RUVBL2	SMARCA5	Q9Y230	O60264	Biogrid
RUVBL2	POLR2A	Q9Y230	P24928	Biogrid
RUVBL2	ESR1	Q9Y230	P03372	Biogrid
RUVBL2	HINT1	Q9Y230	P49773	Biogrid
RUVBL2	LIG4	Q9Y230	P49917	Biogrid
RUVBL2	YWHAE	Q9Y230	P62258	Biogrid
RUVBL2	FN1	Q9Y230	P02751	Biogrid
RUVBL2	VCAM1	Q9Y230	P19320	Biogrid
RUVBL2	ERCC8	Q9Y230	Q13216	Biogrid
RUVBL2	METTL18	Q9Y230	O95568	Biogrid
RUVBL2	METTL21B	Q9Y230	-	Biogrid
RUVBL2	RUVBL2	Q9Y230	Q9Y230	Biogrid
RUVBL2	TBP	Q9Y230	P20226	Biogrid
RUVBL2	PAN2	Q9Y230	Q504Q3	Biogrid
RUVBL2	SMG1	Q9Y230	Q96Q15	Biogrid
RUVBL2	UPF1	Q9Y230	Q92900	Biogrid
RUVBL2	FBXO6	Q9Y230	Q9NRD1	Biogrid
RUVBL2	PARK2	Q9Y230	-	Biogrid
RUVBL2	CDKN2A	Q9Y230	P42771|Q8N726	Biogrid
RUVBL2	PPP6R3	Q9Y230	Q5H9R7	Biogrid
RUVBL2	RPA2	Q9Y230	P15927	Biogrid
RUVBL2	RPA1	Q9Y230	P27694	Biogrid
RUVBL2	VCP	Q9Y230	P55072	Biogrid
RUVBL2	NXF1	Q9Y230	Q9UBU9	Biogrid
RUVBL2	BRCA1	Q9Y230	P38398	Biogrid
RUVBL2	CUL7	Q9Y230	Q14999	Biogrid
RUVBL2	SUZ12	Q9Y230	Q15022	Biogrid
RUVBL2	EED	Q9Y230	O75530	Biogrid
RUVBL2	RNF2	Q9Y230	Q99496	Biogrid
RUVBL2	SIRT6	Q9Y230	Q8N6T7	Biogrid
RUVBL2	ILK	Q9Y230	Q13418	Biogrid
RUVBL2	LIMK2	Q9Y230	P53671	Biogrid
RUVBL2	TYK2	Q9Y230	P29597	Biogrid
RUVBL2	STRN3	Q9Y230	Q13033	Biogrid
RUVBL2	RPS6KB2	Q9Y230	Q9UBS0	Biogrid
RUVBL2	EP300	Q9Y230	Q09472	Biogrid
RUVBL2	DYNC1H1	Q9Y230	Q14204	Biogrid
RUVBL2	ARHGAP1	Q9Y230	Q07960	Biogrid
RUVBL2	GOLPH3	Q9Y230	Q9H4A6	Biogrid
RUVBL2	TMOD3	Q9Y230	Q9NYL9	Biogrid
RUVBL2	TUBA4A	Q9Y230	P68366	Biogrid
RUVBL2	SCARNA22	Q9Y230	-	Biogrid
RUVBL2	TRRAP	Q9Y230	Q9Y4A5	Biogrid
RUVBL2	Actb	Q9Y230	-	Biogrid
RUVBL2	Pfdn2	Q9Y230	-	Biogrid
RUVBL2	CRY1	Q9Y230	Q16526	Biogrid
RUVBL2	TRIM29	Q9Y230	Q14134	Biogrid
RUVBL2	Ksr1	Q9Y230	-	Biogrid
RUVBL2	CDC5L	Q9Y230	Q99459	Biogrid
RUVBL2	EPC1	Q9Y230	Q9H2F5	Biogrid
RUVBL2	MBTD1	Q9Y230	Q05BQ5	Biogrid
RUVBL2	CDC73	Q9Y230	Q6P1J9	Biogrid
RUVBL2	ACTL6B	Q9Y230	O94805	Biogrid
RUVBL2	CAMKK1	Q9Y230	Q8N5S9	Biogrid
RUVBL2	MYCL	Q9Y230	P12524	Biogrid
RUVBL2	FOXR2	Q9Y230	Q6PJQ5	Biogrid
RUVBL2	CYLD	Q9Y230	Q9NQC7	Biogrid
RUVBL2	TSSC4	Q9Y230	Q9Y5U2	Biogrid
RUVBL2	DLD	Q9Y230	P09622	Biogrid
RUVBL2	HSD17B10	Q9Y230	Q99714	Biogrid
RUVBL2	SDHA	Q9Y230	P31040	Biogrid
RUVBL2	SOD1	Q9Y230	P00441	Biogrid
RUVBL2	MAX	Q9Y230	P61244	Biogrid
RUVBL2	CFTR	Q9Y230	P13569	Biogrid
RUVBL2	STK40	Q9Y230	Q8N2I9	Biogrid
RUVBL2	FBXO7	Q9Y230	Q9Y3I1	Biogrid
RUVBL2	PPP1CC	Q9Y230	P36873	Biogrid
RUVBL2	FGFR1	Q9Y230	P11362	Biogrid
RUVBL2	POLD1	Q9Y230	P28340	Biogrid
RUVBL2	TRIP4	Q9Y230	Q15650	Biogrid
RUVBL2	COPE	Q9Y230	O14579	Biogrid
RUVBL2	NPRL2	Q9Y230	Q8WTW4	Biogrid
RUVBL2	UBE2M	Q9Y230	P61081	Biogrid
RUVBL2	RAD18	Q9Y230	Q9NS91	Biogrid
RUVBL2	RIPK4	Q9Y230	P57078	Biogrid
RUVBL2	HEXIM1	Q9Y230	O94992	Biogrid
RUVBL2	SENP2	Q9Y230	Q9HC62	Biogrid
RUVBL2	SNAI1	Q9Y230	O95863	Biogrid
RUVBL2	ZBTB38	Q9Y230	Q8NAP3	Biogrid
RUVBL2	Prkaa1	Q9Y230	-	Biogrid
RUVBL2	HDAC6	Q9Y230	Q9UBN7	Biogrid
RUVBL2	ATG16L1	Q9Y230	Q676U5	Biogrid
RUVBL2	ZBTB7A	Q9Y230	O95365	Biogrid
RUVBL2	PHB	Q9Y230	P35232	Biogrid
RUVBL2	PRKDC	Q9Y230	P78527	Biogrid
RUVBL2	NR2C2	Q9Y230	P49116	Biogrid
RUVBL2	PPARG	Q9Y230	P37231	Biogrid
RUVBL2	DYNC1I2	Q9Y230	Q13409	Biogrid
UGGT1	CD40	Q9NYU2	P25942	Biogrid
UGGT1	SIRT7	Q9NYU2	Q9NRC8	Biogrid
UGGT1	CUL3	Q9NYU2	Q13618	Biogrid
UGGT1	CUL1	Q9NYU2	Q13616	Biogrid
UGGT1	UBXN6	Q9NYU2	Q9BZV1	Biogrid
UGGT1	PSMD12	Q9NYU2	O00232	Biogrid
UGGT1	PSMC1	Q9NYU2	P62191	Biogrid
UGGT1	env	Q9NYU2	-	Biogrid
UGGT1	FBXO6	Q9NYU2	Q9NRD1	Biogrid
UGGT1	PPP2R1A	Q9NYU2	P30153	Biogrid
UGGT1	ACTR3	Q9NYU2	P61158	Biogrid
UGGT1	PFDN1	Q9NYU2	O60925	Biogrid
UGGT1	UNC45A	Q9NYU2	Q9H3U1	Biogrid
UGGT1	LGR4	Q9NYU2	Q9BXB1	Biogrid
UGGT1	TCTN3	Q9NYU2	Q6NUS6	Biogrid
UGGT1	DNMT3B	Q9NYU2	Q9UBC3	Biogrid
UGGT1	LGALS3BP	Q9NYU2	Q08380	Biogrid
UGGT1	RAD51	Q9NYU2	Q06609	Biogrid
UGGT1	HSP90B1	Q9NYU2	P14625	Biogrid
UGGT1	SF3B1	Q9NYU2	O75533	Biogrid
UGGT1	IARS2	Q9NYU2	Q9NSE4	Biogrid
UGGT1	Cct7	Q9NYU2	-	Biogrid
UGGT1	Ncbp2	Q9NYU2	-	Biogrid
UGGT1	Ksr1	Q9NYU2	-	Biogrid
UGGT1	PPM1A	Q9NYU2	P35813	Biogrid
UGGT1	PTPRN	Q9NYU2	Q16849	Biogrid
UGGT1	PTPRO	Q9NYU2	Q16827	Biogrid
UGGT1	BRCA1	Q9NYU2	P38398	Biogrid
UGGT1	CFTR	Q9NYU2	P13569	Biogrid
UGGT1	UBE2M	Q9NYU2	P61081	Biogrid
UGGT1	EFTUD2	Q9NYU2	Q15029	Biogrid
UGGT1	ESR2	Q9NYU2	Q92731	Biogrid
UGGT1	PIK3R1	Q9NYU2	P27986	Biogrid
UGGT1	PHB	Q9NYU2	P35232	Biogrid
ELF2	ELAVL1	Q15723	Q15717	Biogrid
ELF2	APP	Q15723	P05067	Biogrid
ELF2	SPINT2	Q15723	O43291	Biogrid
ELF2	HIST1H2BG	Q15723	-	Biogrid
ELF2	ESR2	Q15723	Q92731	Biogrid
ELF2	SOX2	Q15723	P48431	Biogrid
FBXO32	SERPINB5	Q969P5	P36952	Biogrid
FBXO32	MYOD1	Q969P5	P15172	Biogrid
FBXO32	CUL1	Q969P5	Q13616	Biogrid
FBXO32	SH3GL3	Q969P5	Q99963	Biogrid
FBXO32	MAVS	Q969P5	Q7Z434	Biogrid
FBXO32	PSMC4	Q969P5	P43686	Biogrid
FBXO32	GMPS	Q969P5	P49915	Biogrid
FBXO32	IGF2BP1	Q969P5	Q9NZI8	Biogrid
FBXO32	SLC25A10	Q969P5	Q9UBX3	Biogrid
FBXO32	CTBP1	Q969P5	Q13363	Biogrid
FBXO32	ATR	Q969P5	Q13535	Biogrid
Ccdc64	KIF1C	-	O43896	Biogrid
Ccdc64	DYNC1H1	-	Q14204	Biogrid
Ccdc64	RAB6A	-	P20340	Biogrid
Ccdc64	DCTN1	-	Q14203	Biogrid
FBXL12	JUN	Q9NXK8	P05412	Biogrid
FBXL12	CUL1	Q9NXK8	Q13616	Biogrid
FBXL12	PSEN1	Q9NXK8	P49768	Biogrid
FBXL12	DOCK8	Q9NXK8	Q8NF50	Biogrid
FBXL12	ALDH3A1	Q9NXK8	P30838	Biogrid
FBXL12	ANXA2	Q9NXK8	P07355	Biogrid
FBXL12	UBE2D3	Q9NXK8	P61077	Biogrid
FBXL12	ALDH3B1	Q9NXK8	P43353	Biogrid
FBXL12	FBXL12	Q9NXK8	Q9NXK8	Biogrid
EIF5A2	DCC	Q9GZV4	P43146	Biogrid
EIF5A2	VHL	Q9GZV4	P40337	Biogrid
EIF5A2	CUL3	Q9GZV4	Q13618	Biogrid
EIF5A2	CUL4B	Q9GZV4	Q13620	Biogrid
EIF5A2	CDK2	Q9GZV4	P24941	Biogrid
EIF5A2	REL	Q9GZV4	Q04864	Biogrid
EIF5A2	EWSR1	Q9GZV4	Q01844	Biogrid
EIF5A2	HIF1A	Q9GZV4	Q16665	Biogrid
EIF5A2	HEXIM1	Q9GZV4	O94992	Biogrid
TNFAIP8L1	GRK5	Q8WVP5	P34947	Biogrid
TNFAIP8L1	APP	Q8WVP5	P05067	Biogrid
FAM83D	GSK3B	Q9H4H8	P49841	Biogrid
FAM83D	PRMT1	Q9H4H8	Q99873	Biogrid
FAM83D	CRYAB	Q9H4H8	P02511	Biogrid
FAM83D	DCTN1	Q9H4H8	Q14203	Biogrid
FAM83D	KRAS	Q9H4H8	P01116	Biogrid
FAM83D	FBXW7	Q9H4H8	Q969H0	Biogrid
FAM83D	CSNK1D	Q9H4H8	P48730	Biogrid
FAM83D	KCMF1	Q9H4H8	Q9P0J7	Biogrid
HABP4	GNB2L1	Q5JVS0	-	Biogrid
HABP4	CHD3	Q5JVS0	Q12873	Biogrid
HABP4	ENO2	Q5JVS0	P09104	Biogrid
HABP4	PRMT1	Q5JVS0	Q99873	Biogrid
HABP4	KAT5	Q5JVS0	Q92993	Biogrid
HABP4	UBE2I	Q5JVS0	P63279	Biogrid
HABP4	PPP1R15A	Q5JVS0	O75807	Biogrid
HABP4	YBX1	Q5JVS0	P67809	Biogrid
HABP4	C1QBP	Q5JVS0	Q07021	Biogrid
HABP4	SYNCRIP	Q5JVS0	O60506	Biogrid
HABP4	CHMP5	Q5JVS0	Q9NZZ3	Biogrid
HABP4	NONO	Q5JVS0	Q15233	Biogrid
HABP4	CRK	Q5JVS0	P46108	Biogrid
HABP4	MRPS26	Q5JVS0	Q9BYN8	Biogrid
HABP4	MRPS9	Q5JVS0	P82933	Biogrid
HABP4	DHX8	Q5JVS0	Q14562	Biogrid
HABP4	GLTSCR2	Q5JVS0	-	Biogrid
HABP4	HABP4	Q5JVS0	Q5JVS0	Biogrid
HABP4	GTPBP4	Q5JVS0	Q9BZE4	Biogrid
HABP4	PSIP1	Q5JVS0	O75475	Biogrid
HABP4	DDX56	Q5JVS0	Q9NY93	Biogrid
HABP4	YTHDC2	Q5JVS0	Q9H6S0	Biogrid
HABP4	DIMT1	Q5JVS0	Q9UNQ2	Biogrid
HABP4	FAM98B	Q5JVS0	Q52LJ0	Biogrid
HABP4	MOV10	Q5JVS0	Q9HCE1	Biogrid
HABP4	SMNDC1	Q5JVS0	O75940	Biogrid
HABP4	PRPF3	Q5JVS0	O43395	Biogrid
HABP4	USP10	Q5JVS0	Q14694	Biogrid
HABP4	FXR2	Q5JVS0	P51116	Biogrid
HABP4	DAP3	Q5JVS0	P51398	Biogrid
HABP4	MRPS34	Q5JVS0	P82930	Biogrid
HABP4	MRPS7	Q5JVS0	Q9Y2R9	Biogrid
HABP4	DNAJC9	Q5JVS0	Q8WXX5	Biogrid
HABP4	PWP1	Q5JVS0	Q13610	Biogrid
HABP4	PGAM5	Q5JVS0	Q96HS1	Biogrid
NEK6	CCDC85B	Q9HC98	Q15834	Biogrid
NEK6	NEK9	Q9HC98	Q8TD19	Biogrid
NEK6	CCAR2	Q9HC98	Q8N163	Biogrid
NEK6	LRPPRC	Q9HC98	P42704	Biogrid
NEK6	SMC3	Q9HC98	Q9UQE7	Biogrid
NEK6	MCM7	Q9HC98	P33993	Biogrid
NEK6	SLC1A5	Q9HC98	Q15758	Biogrid
NEK6	KDELR1	Q9HC98	P24390	Biogrid
NEK6	MYO1C	Q9HC98	O00159	Biogrid
NEK6	PAK6	Q9HC98	Q9NQU5	Biogrid
NEK6	ARRB1	Q9HC98	P49407	Biogrid
NEK6	PRDX3	Q9HC98	P30048	Biogrid
NEK6	PRAM1	Q9HC98	Q96QH2	Biogrid
NEK6	PTN	Q9HC98	P21246	Biogrid
NEK6	TRIP4	Q9HC98	Q15650	Biogrid
NEK6	RELB	Q9HC98	Q01201	Biogrid
NEK6	CIR1	Q9HC98	Q86X95	Biogrid
NEK6	ATF4	Q9HC98	P18848	Biogrid
NEK6	NEK6	Q9HC98	Q9HC98	Biogrid
NEK6	AES	Q9HC98	-	Biogrid
NEK6	TRIM23	Q9HC98	P36406	Biogrid
NEK6	KRT31	Q9HC98	Q15323	Biogrid
NEK6	TRIM27	Q9HC98	P14373	Biogrid
NEK6	TCF4	Q9HC98	P15884	Biogrid
NEK6	TNK2	Q9HC98	Q07912	Biogrid
NEK6	IKZF3	Q9HC98	Q9UKT9	Biogrid
NEK6	FAM208B	Q9HC98	-	Biogrid
NEK6	LZTS2	Q9HC98	Q9BRK4	Biogrid
NEK6	KRT40	Q9HC98	Q6A162	Biogrid
NEK6	NFATC1	Q9HC98	O95644	Biogrid
NEK6	LAMP2	Q9HC98	P13473	Biogrid
USP1	LYZ	O94782	P61626	Biogrid
USP1	USP4	O94782	Q13107	Biogrid
USP1	WDR48	O94782	Q8TAF3	Biogrid
USP1	ALDH16A1	O94782	Q8IZ83	Biogrid
USP1	USP1	O94782	O94782	Biogrid
USP1	PCNA	O94782	P12004	Biogrid
USP1	ID2	O94782	Q02363	Biogrid
USP1	UBC	O94782	P0CG48	Biogrid
USP1	UNC45A	O94782	Q9H3U1	Biogrid
USP1	UBE2A	O94782	P49459	Biogrid
USP1	CSE1L	O94782	P55060	Biogrid
USP1	TRAF6	O94782	Q9Y4K3	Biogrid
USP1	PHF7	O94782	Q9BWX1	Biogrid
USP1	DTX3	O94782	Q8N9I9	Biogrid
USP1	SOCS6	O94782	O14544	Biogrid
USP1	SYNCRIP	O94782	O60506	Biogrid
USP1	KATNA1	O94782	O75449	Biogrid
USP1	SGTB	O94782	Q96EQ0	Biogrid
USP1	STAT2	O94782	P52630	Biogrid
USP1	LRRC15	O94782	Q8TF66	Biogrid
USP1	UBE2K	O94782	P61086	Biogrid
USP1	AKT1	O94782	P31749	Biogrid
USP1	TBK1	O94782	Q9UHD2	Biogrid
USP1	TRAF3	O94782	Q13114	Biogrid
USP1	KLHDC2	O94782	Q9Y2U9	Biogrid
RNF111	SMAD3	Q6ZNA4	P84022	Biogrid
RNF111	SMAD7	Q6ZNA4	O15105	Biogrid
RNF111	SMAD2	Q6ZNA4	Q15796	Biogrid
RNF111	UBE2D1	Q6ZNA4	P51668	Biogrid
RNF111	UBE2D3	Q6ZNA4	P61077	Biogrid
RNF111	UBE2D4	Q6ZNA4	Q9Y2X8	Biogrid
RNF111	UBE2G2	Q6ZNA4	P60604	Biogrid
RNF111	UBE2W	Q6ZNA4	Q96B02	Biogrid
RNF111	UBE2I	Q6ZNA4	P63279	Biogrid
RNF111	UBE2M	Q6ZNA4	P61081	Biogrid
RNF111	UBE2K	Q6ZNA4	P61086	Biogrid
RNF111	UBE2E2	Q6ZNA4	Q96LR5	Biogrid
RNF111	UBE2Q2	Q6ZNA4	Q8WVN8	Biogrid
RNF111	TSG101	Q6ZNA4	Q99816	Biogrid
RNF111	CREB1	Q6ZNA4	P16220	Biogrid
RNF111	SKI	Q6ZNA4	P12755	Biogrid
RNF111	SUMO2	Q6ZNA4	P61956	Biogrid
RNF111	SUMO1	Q6ZNA4	P63165	Biogrid
RNF111	FHL2	Q6ZNA4	Q14192	Biogrid
RNF111	RNF111	Q6ZNA4	Q6ZNA4	Biogrid
RNF111	SMURF2	Q6ZNA4	Q9HAU4	Biogrid
RNF111	PML	Q6ZNA4	P29590	Biogrid
RNF111	UBE2N	Q6ZNA4	P61088	Biogrid
RNF111	XPC	Q6ZNA4	Q01831	Biogrid
RNF111	PHF7	Q6ZNA4	Q9BWX1	Biogrid
RNF111	TRAF5	Q6ZNA4	O00463	Biogrid
RNF111	CSNK2A2	Q6ZNA4	P19784	Biogrid
RNF111	CTBP1	Q6ZNA4	Q13363	Biogrid
RNF111	MVP	Q6ZNA4	Q14764	Biogrid
RNF111	CSNK2A1	Q6ZNA4	P68400	Biogrid
RNF111	KRTAP5-9	Q6ZNA4	P26371	Biogrid
RNF111	UBC	Q6ZNA4	P0CG48	Biogrid
RNF111	SETD7	Q6ZNA4	Q8WTS6	Biogrid
RNF111	UBXN7	Q6ZNA4	O94888	Biogrid
RNF111	TTC9C	Q6ZNA4	Q8N5M4	Biogrid
RNF111	SUGP1	Q6ZNA4	Q8IWZ8	Biogrid
RNF111	C21orf59	Q6ZNA4	-	Biogrid
RNF111	NFE2L2	Q6ZNA4	Q16236	Biogrid
RNF111	CREBBP	Q6ZNA4	Q92793	Biogrid
SRXN1	TTC1	Q9BYN0	Q99614	Biogrid
SRXN1	ZRANB2	Q9BYN0	O95218	Biogrid
SRXN1	TPM4	Q9BYN0	P67936	Biogrid
SRXN1	STAT6	Q9BYN0	P42226	Biogrid
SRXN1	TTC9C	Q9BYN0	Q8N5M4	Biogrid
SRXN1	PPM1G	Q9BYN0	O15355	Biogrid
SRXN1	AHCYL1	Q9BYN0	O43865	Biogrid
SRXN1	TLE3	Q9BYN0	Q04726	Biogrid
SRXN1	SSSCA1	Q9BYN0	-	Biogrid
SRXN1	UBXN7	Q9BYN0	O94888	Biogrid
SRXN1	IGBP1	Q9BYN0	P78318	Biogrid
SRXN1	PSMD7	Q9BYN0	P51665	Biogrid
SRXN1	CFL1	Q9BYN0	P23528	Biogrid
SRXN1	SRPK2	Q9BYN0	P78362	Biogrid
CXCR4	CCR5	P61073	P51681	Biogrid
CXCR4	JAK3	P61073	P52333	Biogrid
CXCR4	PTPN6	P61073	P29350	Biogrid
CXCR4	ADRBK2	P61073	-	Biogrid
CXCR4	PTK2	P61073	Q05397	Biogrid
CXCR4	CD4	P61073	P01730	Biogrid
CXCR4	ITCH	P61073	Q96J02	Biogrid
CXCR4	USP14	P61073	P54578	Biogrid
CXCR4	ST13	P61073	P50502	Biogrid
CXCR4	env	P61073	-	Biogrid
CXCR4	P4HB	P61073	P07237	Biogrid
CXCR4	GOLT1B	P61073	Q9Y3E0	Biogrid
CXCR4	PSIP1	P61073	O75475	Biogrid
CXCR4	RNF113A	P61073	O15541	Biogrid
CXCR4	SOCS1	P61073	O15524	Biogrid
CXCR4	HIF1A	P61073	Q16665	Biogrid
CXCR4	UBC	P61073	P0CG48	Biogrid
UBE2D4	MAGEA11	Q9Y2X8	P43364	Biogrid
UBE2D4	RNF126	Q9Y2X8	Q9BV68	Biogrid
UBE2D4	AMFR	Q9Y2X8	Q9UKV5	Biogrid
UBE2D4	MAP3K1	Q9Y2X8	Q13233	Biogrid
UBE2D4	MID2	Q9Y2X8	Q9UJV3	Biogrid
UBE2D4	RFWD3	Q9Y2X8	Q6PCD5	Biogrid
UBE2D4	RNF43	Q9Y2X8	Q68DV7	Biogrid
UBE2D4	DTX3	Q9Y2X8	Q8N9I9	Biogrid
UBE2D4	DZIP3	Q9Y2X8	Q86Y13	Biogrid
UBE2D4	RNF10	Q9Y2X8	Q8N5U6	Biogrid
UBE2D4	RNF185	Q9Y2X8	Q96GF1	Biogrid
UBE2D4	RNF2	Q9Y2X8	Q99496	Biogrid
UBE2D4	TRIM43	Q9Y2X8	Q96BQ3	Biogrid
UBE2D4	TRAF6	Q9Y2X8	Q9Y4K3	Biogrid
UBE2D4	RCHY1	Q9Y2X8	Q96PM5	Biogrid
UBE2D4	CHFR	Q9Y2X8	Q96EP1	Biogrid
UBE2D4	ARIH2	Q9Y2X8	O95376	Biogrid
UBE2D4	MKRN3	Q9Y2X8	Q13064	Biogrid
UBE2D4	TRIM27	Q9Y2X8	P14373	Biogrid
UBE2D4	TRIM2	Q9Y2X8	Q9C040	Biogrid
UBE2D4	TRIM35	Q9Y2X8	Q9UPQ4	Biogrid
UBE2D4	TRIM3	Q9Y2X8	O75382	Biogrid
UBE2D4	UBE2D4	Q9Y2X8	Q9Y2X8	Biogrid
UBE2D4	RNF26	Q9Y2X8	Q9BY78	Biogrid
UBE2D4	DAZAP2	Q9Y2X8	Q15038	Biogrid
UBE2D4	PHF7	Q9Y2X8	Q9BWX1	Biogrid
UBE2D4	TRIM23	Q9Y2X8	P36406	Biogrid
UBE2D4	PARK2	Q9Y2X8	-	Biogrid
UBE2D4	UVSSA	Q9Y2X8	Q2YD98	Biogrid
UBE2D4	ITCH	Q9Y2X8	Q96J02	Biogrid
DAD1	CDK2	P61803	P24941	Biogrid
DAD1	EED	P61803	O75530	Biogrid
DAD1	TCTN2	P61803	Q96GX1	Biogrid
DAD1	TCTN3	P61803	Q6NUS6	Biogrid
DAD1	ESR2	P61803	Q92731	Biogrid
BBS5	BBS2	Q8N3I7	Q9BXC9	Biogrid
BBS5	NR1H3	Q8N3I7	Q13133	Biogrid
Erh	TMOD3	-	Q9NYL9	Biogrid
Erh	ERH	-	P84090	Biogrid
Erh	C1QBP	-	Q07021	Biogrid
Erh	CLTC	-	Q00610	Biogrid
Erh	FAM208B	-	-	Biogrid
Erh	BCLAF1	-	Q9NYF8	Biogrid
Erh	MISP	-	Q8IVT2	Biogrid
Erh	DDX39A	-	O00148	Biogrid
