interactor A gene symbol	interactor B gene symbol	interactor A Uniprot AC	interactor B Uniprot AC	database source
GSK3B	IKBKG	P49841	Q9Y6K9	Biogrid
GSK3B	MAP3K2	P49841	Q9Y2U5	Biogrid
GSK3B	AREL1	P49841	O15033	Biogrid
GSK3B	TSKS	P49841	Q9UJT2	Biogrid
GSK3B	HECTD1	P49841	Q9ULT8	Biogrid
GSK3B	PPP6R3	P49841	Q5H9R7	Biogrid
PSMB1	PARK2	P20618	-	Biogrid
PSMB1	UBC	P20618	P0CG48	Biogrid
PSMB1	FKBP8	P20618	Q14318	Biogrid
PSMB1	PSMC4	P20618	P43686	Biogrid
PSMB1	PSMC1	P20618	P62191	Biogrid
PSMB1	PSMA8	P20618	Q8TAA3	Biogrid
PSMB1	UBE2A	P20618	P49459	Biogrid
PSMB1	RPS23	P20618	P62266	Biogrid
PSMB1	FN1	P20618	P02751	Biogrid
PSMB1	SEC13	P20618	P55735	Biogrid
PSMB1	DDB2	P20618	Q92466	Biogrid
PSMB1	ADRM1	P20618	Q16186	Biogrid
PSMB1	UBE2M	P20618	P61081	Biogrid
PSMB1	PSMB1	P20618	P20618	Biogrid
PSMB1	PHB	P20618	P35232	Biogrid
TAF1C	TAF1D	Q15572	Q9H5J8	Biogrid
TAF1C	TTR	Q15572	P02766	Biogrid
TAF1C	MECP2	Q15572	P51608	Biogrid
Snw1	PLRG1	-	O43660	Biogrid
Snw1	DHX8	-	Q14562	Biogrid
MCTS1	PDCD6IP	Q9ULC4	Q8WUM4	Biogrid
MCTS1	USP5	Q9ULC4	P45974	Biogrid
MCTS1	FGB	Q9ULC4	P02675	Biogrid
MCTS1	NFKBIA	Q9ULC4	P25963	Biogrid
MCTS1	UBE2M	Q9ULC4	P61081	Biogrid
MCTS1	ATG16L1	Q9ULC4	Q676U5	Biogrid
DAZAP2	DAZAP2	Q15038	Q15038	Biogrid
DAZAP2	UBC	Q15038	P0CG48	Biogrid
DAZAP2	TOLLIP	Q15038	Q9H0E2	Biogrid
DAZAP2	RHOXF2	Q15038	Q9BQY4	Biogrid
DAZAP2	WWP1	Q15038	Q9H0M0	Biogrid
DAZAP2	SMURF2	Q15038	Q9HAU4	Biogrid
DAZAP2	RPS27A	Q15038	P62979	Biogrid
DAZAP2	USP5	Q15038	P45974	Biogrid
ASB3	ERH	Q9Y575	P84090	Biogrid
ASB3	TCEB2	Q9Y575	-	Biogrid
ASB3	DNPEP	Q9Y575	Q9ULA0	Biogrid
ASB3	ATP5C1	Q9Y575	-	Biogrid
ASB3	KATNA1	Q9Y575	O75449	Biogrid
ASB3	HIF1AN	Q9Y575	Q9NWT6	Biogrid
TYMP	EEF2	P19971	P13639	Biogrid
TYMP	EIF4E	P19971	P06730	Biogrid
TYMP	TYMP	P19971	P19971	Biogrid
TYMP	PI4KA	P19971	P42356	Biogrid
SEC24B	SEC13	O95487	P55735	Biogrid
SEC24B	FBF1	O95487	Q8TES7	Biogrid
SEC24B	TMEM17	O95487	Q86X19	Biogrid
SEC24B	PLEC	O95487	Q15149	Biogrid
SEC24B	URGCP	O95487	Q8TCY9	Biogrid
SEC24B	IGF2BP1	O95487	Q9NZI8	Biogrid
SEC24B	UBE2M	O95487	P61081	Biogrid
SEC24B	TRAPPC2	O95487	P0DI81	Biogrid
SMO	CHEK1	Q99835	O14757	Biogrid
CTBP1	KAT2B	Q13363	Q92831	Biogrid
CTBP1	GEMIN2	Q13363	O14893	Biogrid
CTBP1	CBX4	Q13363	O00257	Biogrid
CTBP1	MECOM	Q13363	Q03112	Biogrid
CTBP1	ACTL6B	Q13363	O94805	Biogrid
CTBP1	TBL1X	Q13363	O60907	Biogrid
CTBP1	SATB1	Q13363	Q01826	Biogrid
CTBP1	CTBP1	Q13363	Q13363	Biogrid
CTBP1	WIZ	Q13363	O95785	Biogrid
CTBP1	NME2	Q13363	P22392	Biogrid
CTBP1	DUT	Q13363	P33316	Biogrid
CTBP1	FBF1	Q13363	Q8TES7	Biogrid
CTBP1	PAN2	Q13363	Q504Q3	Biogrid
CTBP1	RAB1A	Q13363	P62820	Biogrid
CTBP1	NPRL2	Q13363	Q8WTW4	Biogrid
CTBP1	UBE2M	Q13363	P61081	Biogrid
CTBP1	NR2C2	Q13363	P49116	Biogrid
GMPS	FN1	P49915	P02751	Biogrid
GMPS	PPME1	P49915	Q9Y570	Biogrid
GMPS	RAB1A	P49915	P62820	Biogrid
GMPS	GLO1	P49915	Q04760	Biogrid
GMPS	AGO2	P49915	Q9UKV8	Biogrid
GMPS	PPM1G	P49915	O15355	Biogrid
GMPS	UBE2M	P49915	P61081	Biogrid
GMPS	SPHK1	P49915	Q9NYA1	Biogrid
GMPS	NR2C2	P49915	P49116	Biogrid
MOB4	STK3	Q9Y3A3	Q13188	Biogrid
MOB4	GOLGA2	Q9Y3A3	Q08379	Biogrid
MOB4	ATG16L1	Q9Y3A3	Q676U5	Biogrid
TCEB2	CUL2	-	Q13617	Biogrid
TCEB2	PAN2	-	Q504Q3	Biogrid
TCEB2	SOCS6	-	O14544	Biogrid
TCEB2	HIF1A	-	Q16665	Biogrid
TCEB2	GNB2L1	-	-	Biogrid
TCEB2	RFWD2	-	-	Biogrid
TCEB2	ASB16	-	Q96NS5	Biogrid
TCEB2	AMBRA1	-	Q9C0C7	Biogrid
TCEB2	HIF1AN	-	Q9NWT6	Biogrid
TCEB2	UBE2M	-	P61081	Biogrid
TCEB2	NFKB1	-	P19838	Biogrid
TCEB2	ATG16L1	-	Q676U5	Biogrid
TCEB2	NR2C2	-	P49116	Biogrid
GPKOW	Bud13	Q92917	-	Biogrid
GPKOW	APP	Q92917	P05067	Biogrid
GPKOW	DHX38	Q92917	Q92620	Biogrid
GPKOW	GOLGA2	Q92917	Q08379	Biogrid
GPKOW	KLC2	Q92917	Q9H0B6	Biogrid
GPKOW	FGB	Q92917	P02675	Biogrid
GPKOW	ATG16L1	Q92917	Q676U5	Biogrid
OAZ2	NXF1	O95190	Q9UBU9	Biogrid
OAZ2	MOV10	O95190	Q9HCE1	Biogrid
Rock1	SMARCA4	-	P51532	Biogrid
Rock1	UBE2M	-	P61081	Biogrid
Rock1	RAD51	-	Q06609	Biogrid
DNM2	TYK2	P50570	P29597	Biogrid
DNM2	APP	P50570	P05067	Biogrid
DNM2	FN1	P50570	P02751	Biogrid
DNM2	FBF1	P50570	Q8TES7	Biogrid
DNM2	XRCC6	P50570	P12956	Biogrid
DNM2	GOLGA2	P50570	Q08379	Biogrid
DNM2	DNM2	P50570	P50570	Biogrid
DNM2	AGO2	P50570	Q9UKV8	Biogrid
DNM2	WDR76	P50570	Q9H967	Biogrid
DNM2	ATG16L1	P50570	Q676U5	Biogrid
DNM2	PHB	P50570	P35232	Biogrid
DNM2	NR2C2	P50570	P49116	Biogrid
DNM2	PTK2	P50570	Q05397	Biogrid
ATP5C1	ESRRB	-	O95718	Biogrid
ATP5C1	IMMT	-	Q16891	Biogrid
ATP5C1	PARK2	-	-	Biogrid
ATP5C1	UBC	-	P0CG48	Biogrid
ATP5C1	AGO4	-	Q9HCK5	Biogrid
ATP5C1	APP	-	P05067	Biogrid
ATP5C1	FN1	-	P02751	Biogrid
ATP5C1	CCT6B	-	Q92526	Biogrid
ATP5C1	ETFA	-	P13804	Biogrid
ATP5C1	LMAN1	-	P49257	Biogrid
ATP5C1	PTBP1	-	P26599	Biogrid
ATP5C1	DLST	-	P36957	Biogrid
ATP5C1	SOAT1	-	P35610	Biogrid
ATP5C1	HECTD1	-	Q9ULT8	Biogrid
ATP5C1	RAB11A	-	P62491	Biogrid
ATP5C1	GOLGA2	-	Q08379	Biogrid
ATP5C1	AURKAIP1	-	Q9NWT8	Biogrid
ATP5C1	ATG16L1	-	Q676U5	Biogrid
ATP5C1	PHB	-	P35232	Biogrid
ATP5C1	NR2C2	-	P49116	Biogrid
RARB	SMARCE1	P10826	Q969G3	Biogrid
SLFN11	MMS19	Q7Z7L1	Q96T76	Biogrid
ASCC2	IMMT	Q9H1I8	Q16891	Biogrid
ASCC2	LPL	Q9H1I8	P06858	Biogrid
ASCC2	OLA1	Q9H1I8	Q9NTK5	Biogrid
ASCC2	ALKBH3	Q9H1I8	Q96Q83	Biogrid
ASCC2	UBC	Q9H1I8	P0CG48	Biogrid
PHB	ESRRB	P35232	O95718	Biogrid
PHB	KPNA2	P35232	P52292	Biogrid
PHB	SNRNP70	P35232	P08621	Biogrid
PHB	NXF1	P35232	Q9UBU9	Biogrid
PHB	SMARCA4	P35232	P51532	Biogrid
PHB	MYOD1	P35232	P15172	Biogrid
PHB	CLN3	P35232	Q13286	Biogrid
PHB	UBC	P35232	P0CG48	Biogrid
PHB	FN1	P35232	P02751	Biogrid
PHB	NPM1	P35232	P06748	Biogrid
PHB	PLEC	P35232	Q15149	Biogrid
PHB	PRKCD	P35232	Q05655	Biogrid
PHB	SPRTN	P35232	Q9H040	Biogrid
PHB	CUL7	P35232	Q14999	Biogrid
PHB	LMAN1	P35232	P49257	Biogrid
PHB	OLA1	P35232	Q9NTK5	Biogrid
PHB	RAB1A	P35232	P62820	Biogrid
PHB	RAB1B	P35232	Q9H0U4	Biogrid
PHB	RAB7A	P35232	P51149	Biogrid
PHB	RAB11A	P35232	P62491	Biogrid
PHB	GOLT1B	P35232	Q9Y3E0	Biogrid
PHB	Rab5c	P35232	-	Biogrid
PHB	Rab11a	P35232	-	Biogrid
PHB	NF2	P35232	P35240	Biogrid
PHB	ATG16L1	P35232	Q676U5	Biogrid
PHB	TUBA4A	P35232	P68366	Biogrid
PHB	PHB	P35232	P35232	Biogrid
PHB	SLC25A10	P35232	Q9UBX3	Biogrid
PHB	NPEPPS	P35232	P55786	Biogrid
PHB	HSP90B1	P35232	P14625	Biogrid
PHB	ARF4	P35232	P18085	Biogrid
PHB	SLC25A13	P35232	Q9UJS0	Biogrid
PHB	PRKDC	P35232	P78527	Biogrid
PHB	G3BP1	P35232	Q13283	Biogrid
PHB	SF3B2	P35232	Q13435	Biogrid
PHB	PPP6R3	P35232	Q5H9R7	Biogrid
PHB	TUBB2A	P35232	Q13885	Biogrid
PHB	XRCC6	P35232	P12956	Biogrid
PHB	CLGN	P35232	O14967	Biogrid
PHB	CHCHD3	P35232	Q9NX63	Biogrid
PHB	TFG	P35232	Q92734	Biogrid
PHB	TOP1	P35232	P11387	Biogrid
PHB	IKBKG	P35232	Q9Y6K9	Biogrid
PHB	PGM3	P35232	O95394	Biogrid
PHB	GNB2L1	P35232	-	Biogrid
PHB	POLR2B	P35232	P30876	Biogrid
PHB	GIGYF2	P35232	Q6Y7W6	Biogrid
PHB	SRSF11	P35232	Q05519	Biogrid
PHB	NDUFS2	P35232	O75306	Biogrid
PHB	YBX3	P35232	P16989	Biogrid
PHB	DLST	P35232	P36957	Biogrid
PHB	EIF2S1	P35232	P05198	Biogrid
PHB	TUFM	P35232	P49411	Biogrid
PHB	HSP90AB2P	P35232	Q58FF8	Biogrid
PHB	LUC7L	P35232	Q9NQ29	Biogrid
PHB	AGO2	P35232	Q9UKV8	Biogrid
PHB	ILF3	P35232	Q12906	Biogrid
PHB	HNRNPDL	P35232	O14979	Biogrid
PHB	NCL	P35232	P19338	Biogrid
PHB	PTBP1	P35232	P26599	Biogrid
PHB	PCBP2	P35232	Q15366	Biogrid
PHB	ENO1	P35232	P06733	Biogrid
PHB	PLRG1	P35232	O43660	Biogrid
PHB	YBX1	P35232	P67809	Biogrid
PHB	EEF2	P35232	P13639	Biogrid
PHB	RPS3A	P35232	P61247	Biogrid
PHB	PSMC4	P35232	P43686	Biogrid
PHB	GALK1	P35232	P51570	Biogrid
PHB	MTHFD2	P35232	P13995	Biogrid
PHB	IGF2BP1	P35232	Q9NZI8	Biogrid
PHB	TIAL1	P35232	Q01085	Biogrid
PHB	HNRNPH2	P35232	P55795	Biogrid
PHB	HNRNPAB	P35232	Q99729	Biogrid
PHB	RPS25	P35232	P62851	Biogrid
PHB	SNRPA1	P35232	P09661	Biogrid
PHB	MAPK1	P35232	P28482	Biogrid
PHB	SHMT2	P35232	P34897	Biogrid
PHB	KRT1	P35232	P04264	Biogrid
PHB	PABPN1	P35232	Q86U42	Biogrid
PHB	POLR2A	P35232	P24928	Biogrid
PHB	RPS23	P35232	P62266	Biogrid
PHB	RPS5	P35232	P46782	Biogrid
PHB	RPL18	P35232	Q07020	Biogrid
PHB	RBBP4	P35232	Q09028	Biogrid
PHB	NR2C2	P35232	P49116	Biogrid
ACAT1	RAD21	P24752	O60216	Biogrid
ACAT1	UQCRFS1P1	P24752	P0C7P4	Biogrid
ACAT1	UQCRB	P24752	P14927	Biogrid
ACAT1	ACAT1	P24752	P24752	Biogrid
ACAT1	CUL7	P24752	Q14999	Biogrid
ACAT1	PTBP1	P24752	P26599	Biogrid
ACAT1	DLST	P24752	P36957	Biogrid
ACAT1	UBE2A	P24752	P49459	Biogrid
ACAT1	UBE2M	P24752	P61081	Biogrid
ACAT1	AURKAIP1	P24752	Q9NWT8	Biogrid
ACAT1	ATG16L1	P24752	Q676U5	Biogrid
ACAT1	NR2C2	P24752	P49116	Biogrid
CAPZA2	PAN2	P47755	Q504Q3	Biogrid
CAPZA2	CUL7	P47755	Q14999	Biogrid
CAPZA2	ACTR1A	P47755	P61163	Biogrid
CAPZA2	PLEC	P47755	Q15149	Biogrid
CAPZA2	RAB1A	P47755	P62820	Biogrid
CAPZA2	TNFAIP1	P47755	Q13829	Biogrid
CAPZA2	ARPC4	P47755	P59998	Biogrid
CAPZA2	ACTR3	P47755	P61158	Biogrid
CAPZA2	MYL12A	P47755	P19105	Biogrid
CAPZA2	WDR76	P47755	Q9H967	Biogrid
CAPZA2	NEXN	P47755	Q0ZGT2	Biogrid
CAPZA2	Coro1c	P47755	-	Biogrid
CAPZA2	Myh10	P47755	-	Biogrid
CAPZA2	DLST	P47755	P36957	Biogrid
CAPZA2	G3BP1	P47755	Q13283	Biogrid
CAPZA2	NR2C2	P47755	P49116	Biogrid
SNAPC4	SNAPC1	Q5SXM2	Q16533	Biogrid
SNAPC4	ATG16L1	Q5SXM2	Q676U5	Biogrid
ACAA1	TXNDC11	P09110	Q6PKC3	Biogrid
ACAA1	MTHFD2	P09110	P13995	Biogrid
EEF2	Mapk13	P13639	-	Biogrid
EEF2	EEF2K	P13639	O00418	Biogrid
EEF2	RPS3A	P13639	P61247	Biogrid
EEF2	RPS23	P13639	P62266	Biogrid
EEF2	RPL18	P13639	Q07020	Biogrid
EEF2	RPS5	P13639	P46782	Biogrid
EEF2	RPLP0P6	P13639	Q8NHW5	Biogrid
EEF2	XRCC6	P13639	P12956	Biogrid
EEF2	HNRNPDL	P13639	O14979	Biogrid
EEF2	ATP6V1H	P13639	Q9UI12	Biogrid
EEF2	FN1	P13639	P02751	Biogrid
EEF2	NPM1	P13639	P06748	Biogrid
EEF2	PAK2	P13639	Q13177	Biogrid
EEF2	LIMK2	P13639	P53671	Biogrid
EEF2	EEF1A2	P13639	Q05639	Biogrid
EEF2	ENO1	P13639	P06733	Biogrid
EEF2	NDUFV1	P13639	P49821	Biogrid
EEF2	TAGLN	P13639	Q01995	Biogrid
EEF2	PPME1	P13639	Q9Y570	Biogrid
EEF2	WWP2	P13639	O00308	Biogrid
EEF2	DLST	P13639	P36957	Biogrid
EEF2	SOAT1	P13639	P35610	Biogrid
EEF2	HDAC6	P13639	Q9UBN7	Biogrid
EEF2	YAP1	P13639	P46937	Biogrid
EEF2	UBE2M	P13639	P61081	Biogrid
EEF2	ATG16L1	P13639	Q676U5	Biogrid
EEF2	NR2C2	P13639	P49116	Biogrid
ABCC1	FKBP8	P33527	Q14318	Biogrid
ABCC1	PDCD6IP	P33527	Q8WUM4	Biogrid
ABCC1	ATP6V1H	P33527	Q9UI12	Biogrid
ABCC1	NPM1	P33527	P06748	Biogrid
ABCC1	ABCC1	P33527	P33527	Biogrid
ABCC1	CLGN	P33527	O14967	Biogrid
ABCC1	TMEM17	P33527	Q86X19	Biogrid
ABCC1	CSNK2A1	P33527	P68400	Biogrid
FGFR3	FGF1	P22607	P05230	Biogrid
FGFR3	FGFR3	P22607	P22607	Biogrid
FGFR3	EPHA4	P22607	P54764	Biogrid
FGFR3	CSPG4	P22607	Q6UVK1	Biogrid
Myh10	ACTR3	-	P61158	Biogrid
Myh10	NEXN	-	Q0ZGT2	Biogrid
Myh10	BASP1	-	P80723	Biogrid
Myh10	SNCA	-	P37840	Biogrid
Myh10	ARPC4	-	P59998	Biogrid
Myh10	PPP1R12B	-	O60237	Biogrid
Myh10	GRIPAP1	-	Q4V328	Biogrid
Myh10	MYL12A	-	P19105	Biogrid
PON2	SCARB1	Q15165	Q8WTV0	Biogrid
PON2	CDC6	Q15165	Q99741	Biogrid
PON2	ERBB3	Q15165	P21860	Biogrid
PON2	DNASE2B	Q15165	Q8WZ79	Biogrid
ZNF703	TXNDC11	Q9H7S9	Q6PKC3	Biogrid
ZNF703	NR1D2	Q9H7S9	Q14995	Biogrid
EEF2K	FKBP6	O00418	O75344	Biogrid
PMS1	KPNA2	P54277	P52292	Biogrid
PMS1	UBC	P54277	P0CG48	Biogrid
PMS1	PMS1	P54277	P54277	Biogrid
PMS1	TOP1	P54277	P11387	Biogrid
PMS1	MMS19	P54277	Q96T76	Biogrid
PMS1	USP5	P54277	P45974	Biogrid
PMS1	MOV10	P54277	Q9HCE1	Biogrid
PMS1	PSMC1	P54277	P62191	Biogrid
HARS2	NXF1	P49590	Q9UBU9	Biogrid
HARS2	SHMT2	P49590	P34897	Biogrid
HARS2	MOV10	P49590	Q9HCE1	Biogrid
HARS2	GORASP1	P49590	Q9BQQ3	Biogrid
LAMP2	MTOR	P13473	P42345	Biogrid
LAMP2	UCHL1	P13473	P09936	Biogrid
LAMP2	HIF1A	P13473	Q16665	Biogrid
LAMP2	RBBP4	P13473	Q09028	Biogrid
LAMP2	NPM1	P13473	P06748	Biogrid
LAMP2	SNRPA1	P13473	P09661	Biogrid
LAMP2	SNCA	P13473	P37840	Biogrid
LAMP2	LAMP2	P13473	P13473	Biogrid
LAMP2	APEH	P13473	P13798	Biogrid
LAMP2	CDC6	P13473	Q99741	Biogrid
LAMP2	C4orf29	P13473	-	Biogrid
LAMP2	JAK1	P13473	P23458	Biogrid
LAMP2	FBXO27	P13473	Q8NI29	Biogrid
ERCC8	POLR2A	Q13216	P24928	Biogrid
ERCC8	DDB2	Q13216	Q92466	Biogrid
ERCC8	RFWD2	Q13216	-	Biogrid
ERCC8	TOP1	Q13216	P11387	Biogrid
ERCC8	UVSSA	Q13216	Q2YD98	Biogrid
ERCC8	PFDN4	Q13216	Q9NQP4	Biogrid
ERCC8	UBE2M	Q13216	P61081	Biogrid
CRYGC	CRYGC	P07315	P07315	Biogrid
GNB2L1	TYK2	-	P29597	Biogrid
GNB2L1	JAK1	-	P23458	Biogrid
GNB2L1	PRKCE	-	Q02156	Biogrid
GNB2L1	HIF1A	-	Q16665	Biogrid
GNB2L1	GNB2L1	-	-	Biogrid
GNB2L1	SREK1	-	Q8WXA9	Biogrid
GNB2L1	CUL2	-	Q13617	Biogrid
GNB2L1	TIAL1	-	Q01085	Biogrid
GNB2L1	RPS25	-	P62851	Biogrid
GNB2L1	HSP90B1	-	P14625	Biogrid
GNB2L1	FN1	-	P02751	Biogrid
GNB2L1	HNRNPH2	-	P55795	Biogrid
GNB2L1	TBXA2R	-	P21731	Biogrid
GNB2L1	RPS5	-	P46782	Biogrid
GNB2L1	RPS12	-	P25398	Biogrid
GNB2L1	RPS3A	-	P61247	Biogrid
GNB2L1	CUL7	-	Q14999	Biogrid
GNB2L1	WDR76	-	Q9H967	Biogrid
GNB2L1	ARF4	-	P18085	Biogrid
GNB2L1	PCBP2	-	Q15366	Biogrid
GNB2L1	NPM1	-	P06748	Biogrid
GNB2L1	SGTB	-	Q96EQ0	Biogrid
GNB2L1	Rrbp1	-	-	Biogrid
GNB2L1	WWP2	-	O00308	Biogrid
GNB2L1	FBXO17	-	Q96EF6	Biogrid
GNB2L1	YAP1	-	P46937	Biogrid
GNB2L1	UBE2M	-	P61081	Biogrid
GNB2L1	ATG16L1	-	Q676U5	Biogrid
GNB2L1	OLA1	-	Q9NTK5	Biogrid
GNB2L1	NR2C2	-	P49116	Biogrid
NAA15	UBA5	Q9BXJ9	Q9GZZ9	Biogrid
NAA15	XRCC6	Q9BXJ9	P12956	Biogrid
NAA15	RAD21	Q9BXJ9	O60216	Biogrid
NAA15	NAA10	Q9BXJ9	P41227	Biogrid
NAA15	FN1	Q9BXJ9	P02751	Biogrid
NAA15	FGB	Q9BXJ9	P02675	Biogrid
PPIL2	PPIL2	Q13356	Q13356	Biogrid
PPIL2	APP	Q13356	P05067	Biogrid
PPIL2	ZNF830	Q13356	Q96NB3	Biogrid
PPIL2	FKBP6	Q13356	O75344	Biogrid
PPIL2	KLC2	Q13356	Q9H0B6	Biogrid
PPIL2	HIF1AN	Q13356	Q9NWT6	Biogrid
PPIL2	XRCC6	Q13356	P12956	Biogrid
TCTN3	NXF1	Q6NUS6	Q9UBU9	Biogrid
TCTN3	MOV10	Q6NUS6	Q9HCE1	Biogrid
TCTN3	ACSL3	Q6NUS6	O95573	Biogrid
TCTN3	ATP6V0A1	Q6NUS6	Q93050	Biogrid
TCTN3	CLGN	Q6NUS6	O14967	Biogrid
TCTN3	FKBP8	Q6NUS6	Q14318	Biogrid
TCTN3	GOLT1B	Q6NUS6	Q9Y3E0	Biogrid
TCTN3	HSP90B1	Q6NUS6	P14625	Biogrid
TCTN3	LMAN1	Q6NUS6	P49257	Biogrid
TCTN3	NDUFS2	Q6NUS6	O75306	Biogrid
TCTN3	POLR2A	Q6NUS6	P24928	Biogrid
TCTN3	RAB7A	Q6NUS6	P51149	Biogrid
TCTN3	SMPD4	Q6NUS6	Q9NXE4	Biogrid
TCTN3	SOAT1	Q6NUS6	P35610	Biogrid
TCTN3	TFRC	Q6NUS6	P02786	Biogrid
TCTN3	DERL2	Q6NUS6	Q9GZP9	Biogrid
TCTN3	PLOD3	Q6NUS6	O60568	Biogrid
TCTN3	RAB1A	Q6NUS6	P62820	Biogrid
PTBP1	NXF1	P26599	Q9UBU9	Biogrid
PTBP1	PTBP1	P26599	P26599	Biogrid
PTBP1	PCBP2	P26599	Q15366	Biogrid
PTBP1	UBC	P26599	P0CG48	Biogrid
PTBP1	NPM1	P26599	P06748	Biogrid
PTBP1	APP	P26599	P05067	Biogrid
PTBP1	NCL	P26599	P19338	Biogrid
PTBP1	HNRNPDL	P26599	O14979	Biogrid
PTBP1	RAB1A	P26599	P62820	Biogrid
PTBP1	RORA	P26599	P35398	Biogrid
PTBP1	FN1	P26599	P02751	Biogrid
PTBP1	HNRNPAB	P26599	Q99729	Biogrid
PTBP1	YBX3	P26599	P16989	Biogrid
PTBP1	EIF2B2	P26599	P49770	Biogrid
PTBP1	G3BP1	P26599	Q13283	Biogrid
PTBP1	YBX1	P26599	P67809	Biogrid
PTBP1	MOV10	P26599	Q9HCE1	Biogrid
PTBP1	CUL7	P26599	Q14999	Biogrid
PTBP1	CHEK1	P26599	O14757	Biogrid
PTBP1	TUFM	P26599	P49411	Biogrid
PTBP1	YAP1	P26599	P46937	Biogrid
PTBP1	HIF1A	P26599	Q16665	Biogrid
PTBP1	GSK3A	P26599	P49840	Biogrid
PTBP1	UBE2M	P26599	P61081	Biogrid
PTBP1	ATG16L1	P26599	Q676U5	Biogrid
PTBP1	NR2C2	P26599	P49116	Biogrid
ANKRD28	FBF1	O15084	Q8TES7	Biogrid
ANKRD28	HECTD1	O15084	Q9ULT8	Biogrid
ANKRD28	PPP6R3	O15084	Q5H9R7	Biogrid
ANKRD28	RAD21	O15084	O60216	Biogrid
ANKRD28	XRCC6	O15084	P12956	Biogrid
ANKRD28	Ppp6c	O15084	-	Biogrid
ANKRD28	HIF1AN	O15084	Q9NWT6	Biogrid
CDK17	APP	Q00537	P05067	Biogrid
CDK17	MMS19	Q00537	Q96T76	Biogrid
CDK17	UBC	Q00537	P0CG48	Biogrid
BID	BAK1	P55957	Q16611	Biogrid
BID	NXF1	P55957	Q9UBU9	Biogrid
BID	FAS	P55957	P25445	Biogrid
BID	CASP10	P55957	Q92851	Biogrid
BID	BID	P55957	P55957	Biogrid
BID	MOV10	P55957	Q9HCE1	Biogrid
SRPK1	SSRP1	Q96SB4	Q08945	Biogrid
SRPK1	KPNA2	Q96SB4	P52292	Biogrid
SRPK1	SNRNP70	Q96SB4	P08621	Biogrid
SRPK1	IKBKG	Q96SB4	Q9Y6K9	Biogrid
SRPK1	SREK1	Q96SB4	Q8WXA9	Biogrid
SRPK1	APP	Q96SB4	P05067	Biogrid
SRPK1	LUC7L	Q96SB4	Q9NQ29	Biogrid
SRPK1	CHUK	Q96SB4	O15111	Biogrid
SRPK1	VDR	Q96SB4	P11473	Biogrid
SRPK1	TFEB	Q96SB4	P19484	Biogrid
SRPK1	CBX5	Q96SB4	P45973	Biogrid
SRPK1	LIMK1	Q96SB4	P53667	Biogrid
SRPK1	PTK2	Q96SB4	Q05397	Biogrid
SRPK1	DHX8	Q96SB4	Q14562	Biogrid
SRPK1	ALKBH3	Q96SB4	Q96Q83	Biogrid
SRPK1	YBX3	Q96SB4	P16989	Biogrid
SRPK1	ILF3	Q96SB4	Q12906	Biogrid
SRPK1	PPM1G	Q96SB4	O15355	Biogrid
SRPK1	Rrbp1	Q96SB4	-	Biogrid
SRPK1	NCL	Q96SB4	P19338	Biogrid
SRPK1	GSK3A	Q96SB4	P49840	Biogrid
SRPK1	NR2C2	Q96SB4	P49116	Biogrid
WIZ	MAX	O95785	P61244	Biogrid
WIZ	CBX5	O95785	P45973	Biogrid
WIZ	CBX4	O95785	O00257	Biogrid
WIZ	XRCC6	O95785	P12956	Biogrid
RELB	KPNA2	Q01201	P52292	Biogrid
RELB	NFKB1	Q01201	P19838	Biogrid
RELB	HDAC6	Q01201	Q9UBN7	Biogrid
RELB	SMARCA4	Q01201	P51532	Biogrid
RELB	SMARCE1	Q01201	Q969G3	Biogrid
RELB	NFKBIA	Q01201	P25963	Biogrid
RELB	COMMD1	Q01201	Q8N668	Biogrid
RELB	STAT3	Q01201	P40763	Biogrid
RELB	SMAD3	Q01201	P84022	Biogrid
LRWD1	ORC2	Q9UFC0	Q13416	Biogrid
LRWD1	CUL7	Q9UFC0	Q14999	Biogrid
LRWD1	TEAD2	Q9UFC0	Q15562	Biogrid
PARK2	ESRRB	-	O95718	Biogrid
PARK2	SNCA	-	P37840	Biogrid
PARK2	MAPT	-	P10636	Biogrid
PARK2	PARK2	-	-	Biogrid
PARK2	LIMK1	-	P53667	Biogrid
PARK2	APP	-	P05067	Biogrid
PARK2	AMBRA1	-	Q9C0C7	Biogrid
PARK2	IKBKG	-	Q9Y6K9	Biogrid
PARK2	ESRRA	-	P11474	Biogrid
PARK2	ARRB1	-	P49407	Biogrid
PARK2	MAPK1	-	P28482	Biogrid
PARK2	TFRC	-	P02786	Biogrid
PARK2	UBC	-	P0CG48	Biogrid
PARK2	NME2	-	P22392	Biogrid
PARK2	UBE2M	-	P61081	Biogrid
PARK2	CPT1A	-	P50416	Biogrid
PARK2	PSMC1	-	P62191	Biogrid
PARK2	PSMC4	-	P43686	Biogrid
PARK2	ADRM1	-	Q16186	Biogrid
PARK2	PAAF1	-	Q9BRP4	Biogrid
PARK2	PSMD10	-	O75832	Biogrid
PARK2	TUBA4A	-	P68366	Biogrid
PARK2	NPM1	-	P06748	Biogrid
PARK2	SLC25A13	-	Q9UJS0	Biogrid
PARK2	MYL12A	-	P19105	Biogrid
PARK2	YBX3	-	P16989	Biogrid
PARK2	HSP90B1	-	P14625	Biogrid
PARK2	NDUFS2	-	O75306	Biogrid
PARK2	IGF2BP1	-	Q9NZI8	Biogrid
